CNV Identifier	Chrmosome	Narrow Region Start	Narrow Region End	Wide Region Start	Wide Region End	Frequency	num_samples
34214	chr7	154392057	154399934	154392057	154399934	23.49	763
34395	chr7	158500761	158504853	158500761	158504853	15.14	916
33599	chr7	101968967	102022209	101968967	102022209	21.11	243
5386	chr7	143880832	144078249	143880832	144078249	8.09	1130
34040	chr7	143880615	144075919	143880615	144075919	6.16	860
5414	chr7	149961203	149992074	149961203	149992074	100	2514
34438	chr8	478389	478667	478389	478667	7.24	132
34473	chr8	1047040	1047909	1047040	1047909	10.43	120
34526	chr8	1798090	1798523	1798090	1798523	10.77	124
34557	chr8	2122086	2122351	2122086	2122351	86.54	2322
34589	chr8	2778561	2778787	2778561	2778787	18.86	362
34596	chr8	3581364	3581874	3581364	3581874	33.88	390
34636	chr8	4222049	4222389	4222049	4222389	65	765
34729	chr8	6648156	6648408	6648156	6648408	7.37	136
34951	chr8	16545406	16545732	16545406	16545732	9.88	180
34987	chr8	19055257	19055530	19055257	19055530	7.4	142
35003	chr8	19980262	19980577	19980262	19980577	40.8	470
35014	chr8	20943402	20943806	20943402	20943806	8.49	163
35040	chr8	24322177	24322544	24322177	24322544	9.17	176
35053	chr8	25204075	25204300	25204075	25204300	20.41	240
35072	chr8	27662499	27662830	27662499	27662830	14.7	282
35073	chr8	27684044	27684331	27684044	27684331	12.82	249
35097	chr8	30072447	30072624	30072447	30072624	7.57	138
35108	chr8	30808505	30808785	30808505	30808785	17.89	193
35129	chr8	34022523	34022805	34022523	34022805	8.86	170
35165	chr8	38953620	38953881	38953620	38953881	7.66	147
35184	chr8	39737279	39737510	39737279	39737510	15.12	290
35209	chr8	41930247	41930563	41930247	41930563	12.35	237
35284	chr8	50009189	50009334	50009189	50009334	15.54	298
35337	chr8	56658597	56658734	56658597	56658734	27.34	525
35339	chr8	56676277	56676407	56676277	56676407	30.68	567
35348	chr8	57300200	57300318	57300200	57300318	12.09	232
35356	chr8	57779820	57779928	57779820	57779928	25.89	298
35394	chr8	62035359	62035892	62035359	62035892	16.32	315
35399	chr8	62930143	62930455	62930143	62930455	54.07	571
35404	chr8	63494375	63494534	63494375	63494534	9.33	170
35422	chr8	66311348	66311469	66311348	66311469	18.49	337
35440	chr8	69417666	69417988	69417666	69417988	26.87	316
35514	chr8	79151401	79151506	79151401	79151506	5.47	105
35537	chr8	83005149	83005709	83005149	83005709	22.96	441
35552	chr8	84959371	84959555	84959371	84959555	29.18	567
35605	chr8	91515413	91515683	91515413	91515683	5.84	112
35626	chr8	93352153	93352320	93352153	93352320	11.13	203
35639	chr8	96086641	96086785	96086641	96086785	7.92	152
35646	chr8	96836348	96836586	96836348	96836586	11.64	134
35655	chr8	97514679	97514786	97514679	97514786	6.93	133
35663	chr8	98200142	98200464	98200142	98200464	27.63	318
35675	chr8	99465137	99465472	99465137	99465472	19.07	366
35698	chr8	103441465	103441877	103441465	103441877	10.38	199
35714	chr8	106181393	106181724	106181393	106181724	26.22	302
35718	chr8	106703447	106703774	106703447	106703774	7.09	136
35793	chr8	114862619	114862753	114862619	114862753	6.36	122
35796	chr8	114934391	114934682	114934391	114934682	68.39	2360
35871	chr8	123048405	123048739	123048405	123048739	10.9	209
35903	chr8	126631685	126631888	126631685	126631888	7.57	138
35956	chr8	134329444	134329766	134329444	134329766	37.07	436
35987	chr8	137965805	137965918	137965805	137965918	10.32	198
35993	chr8	138200161	138200407	138200161	138200407	19.36	376
36001	chr8	138743347	138743803	138743347	138743803	83.53	2100
36017	chr8	140014069	140014187	140014069	140014187	24.23	285
36018	chr8	140161363	140161557	140161363	140161557	12.88	247
36055	chr8	142447102	142447398	142447102	142447398	21.89	252
36074	chr8	143365040	143365536	143365040	143365536	13.12	151
34426	chr8	594761	598389	594761	598389	36.46	979
34518	chr8	1658841	1659622	1658841	1659622	5.75	112
34509	chr8	1836372	1838479	1836372	1838479	34.88	1723
5504	chr8	2254638	2259358	2254638	2259358	13.63	188
34584	chr8	3145423	3148452	3145423	3148452	14.38	360
34629	chr8	3994779	3995419	3994779	3995419	24.72	264
34633	chr8	3994861	3995320	3994861	3995320	29.52	966
5530	chr8	4122966	4124599	4122966	4124599	8.96	138
34625	chr8	4122885	4124967	4122885	4124967	45.21	2232
34723	chr8	6790870	6791193	6790870	6791193	48.96	940
34790	chr8	6991343	6995732	6991343	6995732	34.57	1152
34795	chr8	8385997	8386925	8385997	8386925	32.9	1076
34803	chr8	9498043	9499551	9498043	9499551	15.08	537
34817	chr8	11228364	11229282	11228364	11229282	5.04	129
34815	chr8	11245529	11247217	11245529	11247217	28.13	1352
34816	chr8	11245567	11247072	11245567	11247072	21.9	344
34820	chr8	11495039	11495303	11495039	11495303	13.22	241
34859	chr8	12233574	12236244	12233574	12236244	40.29	1318
34878	chr8	13810229	13815237	13810229	13815237	18.56	224
34953	chr8	16206954	16207123	16206954	16207123	7.54	104
34949	chr8	16821864	16822240	16821864	16822240	41.27	1400
34971	chr8	17750955	17752486	17750955	17752486	18.89	594
34975	chr8	18454540	18456179	18454540	18456179	11.85	103
34976	chr8	18475687	18476153	18475687	18476153	5.28	181
35011	chr8	20783592	20784740	20783592	20784740	5.15	137
35029	chr8	23407103	23407883	23407103	23407883	33.73	1146
35060	chr8	25630980	25631094	25630980	25631094	11.89	228
35082	chr8	28753898	28754231	28753898	28754231	5.63	108
35094	chr8	29837501	29838269	29837501	29838269	27.43	1342
35103	chr8	30596274	30596886	30596274	30596886	9.61	329
35104	chr8	30603909	30605528	30603909	30605528	30.09	1031
35119	chr8	32680340	32686275	32680340	32686275	45.4	1229
35120	chr8	32683126	32687790	32683126	32687790	13.78	491
35152	chr8	37050878	37051853	37050878	37051853	50.21	965
35179	chr8	39303973	39308305	39303973	39308305	42.82	1097
35211	chr8	42190348	42194421	42190348	42194421	68.92	3421
5671	chr8	43631514	43637977	43631514	43637977	8.83	136
35260	chr8	46991495	46992547	46991495	46992547	47.86	1568
35254	chr8	47405745	47408046	47405745	47408046	45.79	2233
35297	chr8	51031221	51033517	51031221	51033517	7.21	102
35293	chr8	51224131	51228529	51224131	51228529	10.68	565
35304	chr8	52023760	52024037	52023760	52024037	54.3	1842
35314	chr8	53700906	53701680	53700906	53701680	10.73	529
35319	chr8	54122551	54123649	54122551	54123649	9.05	446
35325	chr8	54971848	54972163	54971848	54972163	53.34	615
35334	chr8	56107696	56108054	56107696	56108054	13.13	252
35361	chr8	58122591	58127055	58122591	58127055	10.68	205
5709	chr8	60133316	60138603	60133316	60138603	13.39	536
35388	chr8	61204985	61205303	61204985	61205303	25.22	490
35392	chr8	61945872	61946021	61945872	61946021	24.44	469
35410	chr8	64144863	64145115	64144863	64145115	10.04	183
35420	chr8	65334637	65335200	65334637	65335200	6.75	173
35421	chr8	66091877	66094745	66091877	66094745	8.09	391
35438	chr8	69097916	69098338	69097916	69098338	6.14	112
35444	chr8	70357607	70357924	70357607	70357924	34.52	662
35450	chr8	71583555	71584642	71583555	71584642	41.41	477
35452	chr8	71623819	71624206	71623819	71624206	7.35	141
35455	chr8	72214719	72217794	72214719	72217794	22.91	790
35456	chr8	72215555	72217649	72215555	72217649	18.7	502
35457	chr8	72214790	72216694	72214790	72216694	7.31	300
35485	chr8	75362427	75367229	75362427	75367229	47.7	2328
35486	chr8	75364540	75366865	75364540	75366865	33.21	1187
35529	chr8	82045018	82046576	82045018	82046576	21.24	883
35581	chr8	89248980	89249106	89248980	89249106	15.07	289
35618	chr8	94072358	94078834	94072358	94078834	17.16	1038
35624	chr8	94618756	94619087	94618756	94619087	11.21	129
35633	chr8	95646855	95648968	95646855	95648968	5.46	140
35648	chr8	96875399	96877705	96875399	96877705	10.28	212
35657	chr8	97520651	97521939	97520651	97521939	17.55	865
35702	chr8	103994663	103996734	103994663	103996734	7.63	454
35719	chr8	106796546	106797321	106796546	106797321	10.91	448
35746	chr8	108504793	108506382	108504793	108506382	8.61	418
35749	chr8	108781334	108782574	108781334	108782574	9.01	444
35760	chr8	110234721	110235045	110234721	110235045	46.33	1560
5750	chr8	112294093	112296384	112294093	112296384	10.25	158
35779	chr8	112294050	112297139	112294050	112297139	48.89	2426
35780	chr8	112294176	112295256	112294176	112295256	18.04	623
35791	chr8	114056490	114058774	114056490	114058774	7.26	351
35794	chr8	114912706	114913418	114912706	114913418	10.66	366
35814	chr8	115997801	115998361	115997801	115998361	43.74	1498
35832	chr8	118873785	118875590	118873785	118875590	10.31	508
35838	chr8	118980757	118981108	118980757	118981108	37.3	439
35846	chr8	119932814	119933563	119932814	119933563	8.16	209
35861	chr8	121872603	121874417	121872603	121874417	5.03	248
35875	chr8	123113504	123115071	123113504	123115071	7.1	244
35890	chr8	126336791	126337114	126336791	126337114	30.16	579
35896	chr8	127192199	127194569	127192199	127194569	43.79	1828
35925	chr8	129762481	129765999	129762481	129765999	36.53	1765
35926	chr8	129763068	129764533	129763068	129764533	27.65	742
35938	chr8	131688718	131689046	131688718	131689046	15.17	291
35940	chr8	131850557	131853613	131850557	131853613	5.87	150
35941	chr8	131850727	131852727	131850727	131852727	24.97	1240
35981	chr8	137160249	137163921	137160249	137163921	31.99	1936
36000	chr8	138742949	138743863	138742949	138743863	91.16	3824
36019	chr8	140257338	140259191	140257338	140259191	5.61	149
36029	chr8	140884788	140885789	140884788	140885789	17.73	187
36044	chr8	142893982	142895079	142893982	142895079	6.66	109
36067	chr8	143494783	143495714	143494783	143495714	73.42	2472
5787	chr8	144292829	144293768	144292829	144293768	8.25	127
36103	chr8	144301988	144302152	144301988	144302152	5.58	107
36116	chr8	144634013	144636240	144634013	144636240	16.79	827
36118	chr8	144634088	144636226	144634088	144636226	13.87	231
36117	chr8	144705157	144707806	144705157	144707806	11.97	165
36148	chr8	146057035	146057835	146057035	146057835	53.71	1788
36155	chr8	146192868	146193180	146192868	146193180	56.11	1837
34567	chr8	2250566	2266580	2250566	2266580	14.9	607
34569	chr8	2254313	2263451	2254313	2263451	8.02	286
34591	chr8	2739874	2740098	2739874	2740098	17.97	207
34617	chr8	3785294	3790969	3785294	3790969	5.01	411
34683	chr8	5728020	5729353	5728020	5729353	23.07	793
5566	chr8	6828736	6878156	6828736	6878156	13.87	495
5565	chr8	7110945	7157807	7110945	7157807	13.76	491
5584	chr8	7212582	7227421	7212582	7227421	9.53	1417
34787	chr8	7355394	7364865	7355394	7364865	97.19	2459
34771	chr8	8064080	8086965	8064080	8086965	33.81	357
5622	chr8	12231976	12239733	12231976	12239733	23.67	492
5617	chr8	12237337	12251609	12237337	12251609	42.96	1080
34848	chr8	12237293	12251502	12237293	12251502	7.55	1236
34941	chr8	16261960	16274682	16261960	16274682	5.99	1119
35037	chr8	24143538	24151265	24143538	24151265	10.43	453
35044	chr8	24971859	24991401	24971859	24991401	8.17	1589
35045	chr8	24974427	24984574	24974427	24984574	8.62	251
35049	chr8	25066563	25070709	25066563	25070709	50.86	2327
35050	chr8	25068909	25070632	25068909	25070632	16.14	247
35056	chr8	25410550	25416654	25410550	25416654	7.01	241
35118	chr8	32679954	32691265	32679954	32691265	45.29	2719
35124	chr8	33158744	33160398	33158744	33160398	16.41	562
35131	chr8	34360006	34360383	34360006	34360383	12.64	433
35149	chr8	36369985	36371862	36369985	36371862	5.7	281
35194	chr8	40289686	40296198	40289686	40296198	15.26	293
35196	chr8	40469713	40470385	40469713	40470385	19.68	969
35198	chr8	40774569	40779793	40774569	40779793	43.65	1991
35289	chr8	51031081	51038336	51031081	51038336	17.51	1214
35330	chr8	56377713	56393427	56377713	56393427	6.65	244
5706	chr8	58115091	58134591	58115091	58134591	24.46	509
35359	chr8	58116664	58128760	58116664	58128760	9.96	186
35400	chr8	63034966	63040423	63034966	63040423	5.06	245
35430	chr8	68156509	68161985	68156509	68161985	8.02	275
35482	chr8	75311127	75330295	75311127	75330295	6.57	298
35535	chr8	82975093	82980660	82975093	82980660	7.1	182
35571	chr8	87188237	87193947	87188237	87193947	12.37	748
35612	chr8	92532383	92540947	92532383	92540947	9.23	316
35631	chr8	95558383	95560753	95558383	95560753	5.3	136
35647	chr8	96875094	96879682	96875094	96879682	14.92	721
35801	chr8	115079316	115080675	115079316	115080675	12.39	517
35809	chr8	115629585	115643058	115629585	115643058	5.43	966
35810	chr8	115635416	115643524	115635416	115643524	6.08	288
35848	chr8	120019305	120028440	120019305	120028440	5.89	179
35851	chr8	120154532	120161211	120154532	120161211	18.99	1164
35922	chr8	129465060	129471418	129465060	129471418	11.54	104
35945	chr8	132277656	132280536	132277656	132280536	64.21	2139
35972	chr8	136218530	136220219	136218530	136220219	8.11	208
36121	chr8	144709685	144710114	144709685	144710114	44.89	1150
34425	chr8	594393	599420	594393	599420	53.39	3840
5468	chr8	2132772	2270867	2132772	2270867	69.17	2506
34677	chr8	5597404	5604183	5597404	5604183	6.59	192
34801	chr8	9497620	9500878	9497620	9500878	17.7	859
5609	chr8	12389851	12428483	12389851	12428483	100	2505
34942	chr8	16199433	16207781	16199433	16207781	21.47	1340
5659	chr8	39225972	39389203	39225972	39389203	32.78	4854
35170	chr8	39206925	39388642	39206925	39388642	18.16	3540
35173	chr8	39231989	39287865	39231989	39287865	9.27	1277
35568	chr8	87099784	87100834	87099784	87100834	9.75	250
35821	chr8	117399715	117400073	117399715	117400073	21.9	399
35891	chr8	126594996	126601273	126594996	126601273	11.54	104
35985	chr8	137694261	137705873	137694261	137705873	5.42	140
36113	chr8	144700314	144714766	144700314	144714766	24.42	1430
36114	chr8	144700927	144712073	144700927	144712073	7.38	263
36115	chr8	144699369	144707586	144699369	144707586	16	569
5533	chr8	7246769	8004085	7246769	8004085	11.92	1689
34847	chr8	11996081	12012945	11996081	12012945	25.76	1034
36596	chr9	6276096	6276383	6276096	6276383	5.21	100
36594	chr9	11433120	11433434	11433120	11433434	16.67	176
36609	chr9	16332322	16332437	16332322	16332437	8.44	162
36606	chr9	16847392	16847517	16847392	16847517	6.46	124
36598	chr9	17277056	17277293	17277056	17277293	17.86	347
36602	chr9	18286559	18286739	18286559	18286739	29.13	559
36599	chr9	19279051	19279304	19279051	19279304	26.16	502
36571	chr9	22653367	22653768	22653367	22653768	42.63	1133
36562	chr9	22666406	22666924	22666406	22666924	9.08	447
36579	chr9	25594087	25594448	25594087	25594448	15.23	179
36608	chr9	27788195	27788307	27788195	27788307	15.64	300
36682	chr9	35364129	35364311	35364129	35364311	10.08	116
36695	chr9	36309258	36309677	36309258	36309677	39.11	751
36919	chr9	79124509	79124828	79124509	79124828	31.05	604
36949	chr9	82845159	82845497	82845159	82845497	35.04	672
36962	chr9	84003104	84003256	84003104	84003256	6.64	121
37014	chr9	90715350	90715590	90715350	90715590	12.83	246
37049	chr9	93883361	93883684	93883361	93883684	14.23	273
37052	chr9	94148161	94148485	94148161	94148485	8.34	160
37062	chr9	95634430	95634875	95634430	95634875	11.57	222
37074	chr9	96730345	96730597	96730345	96730597	60.41	653
37091	chr9	99396375	99396881	99396375	99396881	8.98	230
37105	chr9	101209329	101209644	101209329	101209644	12.98	249
37176	chr9	109024115	109024427	109024115	109024427	37.5	720
37199	chr9	112430200	112430515	112430200	112430515	61.96	715
37203	chr9	112830194	112830897	112830194	112830897	7.99	205
37226	chr9	114902341	114902657	114902341	114902657	18.23	354
37301	chr9	124411475	124411789	124411475	124411789	34.42	915
37396	chr9	132424324	132424893	132424324	132424893	5.37	103
37406	chr9	133040060	133040247	133040060	133040247	17.72	204
37427	chr9	135389281	135389535	135389281	135389535	12.35	237
37511	chr9	136065815	136065983	136065815	136065983	13.21	152
37506	chr9	136761038	136761267	136761038	136761267	30.9	356
37509	chr9	137154519	137154754	137154519	137154754	12.25	141
37495	chr9	137416406	137416722	137416406	137416722	12.5	144
37504	chr9	138054345	138054602	138054345	138054602	9.21	106
37541	chr9	139427519	139427786	139427519	139427786	60.02	2036
36495	chr9	4376393	4377629	4376393	4377629	33.01	1373
36526	chr9	4376386	4377075	4376386	4377075	17.01	262
36497	chr9	5641635	5642808	5641635	5642808	22.95	611
36515	chr9	6701895	6702636	6701895	6702636	5.41	180
36590	chr9	7371812	7372130	7371812	7372130	37.53	432
36534	chr9	8081802	8082499	8081802	8082499	9.48	243
36490	chr9	8640900	8641840	8640900	8641840	8.16	403
36578	chr9	8848767	8849002	8848767	8849002	5.58	107
36463	chr9	10136557	10137722	10136557	10137722	27.07	520
36522	chr9	10404456	10405151	10404456	10405151	81.56	4048
36595	chr9	10908809	10909099	10908809	10909099	14.34	165
36460	chr9	14686739	14688652	14686739	14688652	5.52	147
36454	chr9	15157364	15159583	15157364	15159583	6.19	188
36469	chr9	15815299	15817182	15815299	15817182	21.67	773
36473	chr9	17910030	17911782	17910030	17911782	61.64	2375
36438	chr9	19671767	19673475	19671767	19673475	14.74	505
36500	chr9	20077965	20079129	20077965	20079129	5.17	174
36553	chr9	22991725	22992239	22991725	22992239	7.34	252
36570	chr9	23328678	23329030	23328678	23329030	13.76	264
36489	chr9	23370987	23372430	23370987	23372430	52.69	1350
36572	chr9	26512905	26513267	26512905	26513267	28.56	548
36443	chr9	28077542	28079205	28077542	28079205	11.38	292
36475	chr9	28846313	28847967	28846313	28847967	15.72	641
36389	chr9	29092539	29098016	29092539	29098016	22.7	1376
36436	chr9	29094547	29097676	29094547	29097676	48.1	582
36643	chr9	30345776	30346094	30345776	30346094	47.09	543
36650	chr9	31291352	31292672	31291352	31292672	43.21	2107
36660	chr9	33213067	33213929	33213067	33213929	53.55	1804
36665	chr9	33423361	33424654	33423361	33424654	23.35	252
36668	chr9	33573367	33574182	33573367	33574182	20.64	707
36691	chr9	35980777	35982017	35980777	35982017	20.15	984
36698	chr9	36362810	36364087	36362810	36364087	55.32	2700
36702	chr9	36474173	36475014	36474173	36475014	21.69	743
6019	chr9	41601963	41607057	41601963	41607057	23.38	488
36811	chr9	68186051	68188547	68186051	68188547	14	193
36829	chr9	69784345	69787991	69784345	69787991	47.92	506
36845	chr9	71740194	71742844	71740194	71742844	42.44	1007
36847	chr9	71777926	71778244	71777926	71778244	51.83	610
36848	chr9	71804519	71804997	71804519	71804997	51.07	1720
36850	chr9	71895451	71896522	71895451	71896522	74.09	2542
36851	chr9	71895608	71896449	71895608	71896449	82.14	1265
36857	chr9	72761788	72763887	72761788	72763887	9.4	323
36924	chr9	79555728	79558107	79555728	79558107	12.99	786
36953	chr9	83071631	83072067	83071631	83072067	13.25	454
36976	chr9	85546870	85547017	85546870	85547017	17.88	206
36988	chr9	87775189	87776220	87775189	87776220	13.11	646
36993	chr9	88426165	88427629	88426165	88427629	10.43	120
36997	chr9	89154575	89155912	89154575	89155912	71.22	2400
36998	chr9	89154578	89155823	89154578	89155823	77.4	1236
37007	chr9	90065583	90066376	90065583	90066376	16.43	423
37032	chr9	91538464	91539040	91538464	91539040	6.51	167
37041	chr9	92176045	92177977	92176045	92177977	11.6	484
37070	chr9	96470301	96471456	96470301	96471456	46.64	1931
37071	chr9	96470894	96471229	96470894	96471229	42.26	1692
37088	chr9	99062581	99062920	99062581	99062920	18.71	359
37090	chr9	99395919	99396759	99395919	99396759	11.09	284
37103	chr9	101000292	101001113	101000292	101001113	27.88	741
37109	chr9	101347970	101348320	101347970	101348320	57	1913
37152	chr9	106568288	106569739	106568288	106569739	28.66	1416
37157	chr9	107362715	107368622	107362715	107368622	11.21	478
37163	chr9	107596187	107597106	107596187	107597106	12.98	640
37180	chr9	109675907	109676565	109675907	109676565	7.85	269
37207	chr9	113025212	113029470	113025212	113029470	7.51	133
37220	chr9	114333198	114333911	114333198	114333911	14.5	497
37225	chr9	114725851	114726859	114725851	114726859	6.65	222
37248	chr9	116397682	116398528	116397682	116398528	5.69	146
37253	chr9	117082001	117083383	117082001	117083383	18.62	638
37333	chr9	128502555	128503853	128502555	128503853	8.74	224
37345	chr9	129520659	129522485	129520659	129522485	11.74	315
37347	chr9	130033133	130034802	130033133	130034802	7.37	189
37350	chr9	130181583	130186100	130181583	130186100	16.94	917
37363	chr9	131118978	131119129	131118978	131119129	5.63	108
37372	chr9	131412056	131413976	131412056	131413976	75.74	3699
37380	chr9	131694898	131695031	131694898	131695031	5.82	106
37382	chr9	131700948	131702151	131700948	131702151	33.12	1135
37386	chr9	132026729	132028135	132026729	132028135	61.04	2988
37387	chr9	132065066	132067424	132065066	132067424	7.49	199
37403	chr9	133030731	133034798	133030731	133034798	8.2	404
37407	chr9	133382878	133387347	133382878	133387347	16.98	582
37413	chr9	133752154	133753221	133752154	133753221	11.96	398
6109	chr9	136533481	136534433	136533481	136534433	16.88	260
37496	chr9	136547829	136548024	136547829	136548024	11.55	122
6108	chr9	136625268	136626148	136625268	136626148	6.37	100
37466	chr9	136625173	136626267	136625173	136626267	46.81	2311
37453	chr9	138194121	138196332	138194121	138196332	7.97	215
37444	chr9	138214060	138217603	138214060	138217603	45.81	2490
37452	chr9	138214113	138216419	138214113	138216419	10.62	189
37529	chr9	139054470	139059003	139054470	139059003	14.7	632
37534	chr9	139055767	139058373	139055767	139058373	10.25	240
37560	chr9	140223027	140224470	140223027	140224470	14.9	172
37559	chr9	140253523	140255974	140253523	140255974	65.15	2234
37565	chr9	140345636	140346114	140345636	140346114	16.42	189
37567	chr9	140712984	140714162	140712984	140714162	27.5	291
37570	chr9	140773605	140777199	140773605	140777199	16.54	428
5820	chr9	514301	527559	514301	527559	9.72	357
36370	chr9	642254	648499	642254	648499	5.59	206
36458	chr9	6708607	6710744	6708607	6710744	12.26	314
36502	chr9	6729127	6730095	6729127	6730095	43.23	1481
36364	chr9	15815275	15821948	15815275	15821948	45.17	1553
36402	chr9	17909346	17912848	17909346	17912848	52.96	2123
36301	chr9	23360510	23377859	23360510	23377859	31.4	1829
36351	chr9	23363174	23373410	23363174	23373410	13.96	696
36391	chr9	28046003	28050948	28046003	28050948	5.99	379
36652	chr9	31239824	31240067	31239824	31240067	9.81	179
36782	chr9	38868404	38874069	38868404	38874069	13.72	489
6008	chr9	41971423	41985739	41971423	41985739	11.39	297
36768	chr9	41970685	41985395	41970685	41985395	62.93	1667
36765	chr9	43450143	43463490	43450143	43463490	26.4	1057
36763	chr9	43652222	43676158	43652222	43676158	29.92	1081
6001	chr9	44235835	44252261	44235835	44252261	60.82	1529
6007	chr9	44244702	44259149	44244702	44259149	7.32	151
36760	chr9	44252593	44277365	44252593	44277365	52.66	1939
36770	chr9	44779035	44790498	44779035	44790498	32.24	1310
36773	chr9	44726698	44739390	44726698	44739390	36.15	1308
5975	chr9	68354067	68388365	68354067	68388365	100	2515
36828	chr9	68439965	68445356	68439965	68445356	7.18	184
5987	chr9	69502801	69525800	69502801	69525800	35.74	109
36843	chr9	71738132	71743376	71738132	71743376	53	2255
36844	chr9	71738108	71743081	71738108	71743081	19.32	419
36960	chr9	83967818	83970771	83967818	83970771	44.39	1522
6054	chr9	86507078	86517507	86507078	86517507	7.12	179
37107	chr9	101308984	101311711	101308984	101311711	37.15	2251
37113	chr9	104219694	104220378	104219694	104220378	65.58	2263
37119	chr9	104710498	104727214	104710498	104727214	13.38	662
37121	chr9	104713208	104723765	104713208	104723765	11.65	453
37182	chr9	110018195	110021041	110018195	110021041	21.21	407
37188	chr9	110537396	110540731	110537396	110540731	48.69	948
37205	chr9	113024581	113036876	113024581	113036876	13.45	780
37206	chr9	113024224	113030194	113024224	113030194	18.72	1116
37212	chr9	113477159	113480115	113477159	113480115	6.41	316
37218	chr9	114165628	114169937	114165628	114169937	13.16	451
37242	chr9	115777700	115782248	115777700	115782248	5.25	238
6079	chr9	115825155	115837427	115825155	115837427	13.73	489
6083	chr9	117078800	117098147	117078800	117098147	5.06	171
6084	chr9	117087079	117097545	117087079	117097545	10.95	100
37294	chr9	123257019	123259730	123257019	123259730	26.63	511
37344	chr9	129520410	129523259	129520410	129523259	20.87	717
37417	chr9	134258557	134266519	134258557	134266519	8.67	299
6106	chr9	135938539	135956102	135938539	135956102	5.05	247
37525	chr9	138479099	138480204	138479099	138480204	72.12	2455
37526	chr9	138479149	138480159	138479149	138480159	65.31	1062
37558	chr9	140180085	140186300	140180085	140186300	6.83	234
37574	chr9	140975558	140981942	140975558	140981942	8.82	294
6137	chr9	141072972	141092798	141072972	141092798	24.69	989
36344	chr9	6700505	6710204	6700505	6710204	6.3	465
36376	chr9	22496524	22504350	22496524	22504350	25.44	1362
6015	chr9	43392432	43404174	43392432	43404174	37.79	1517
36737	chr9	43584760	43755000	43584760	43755000	6.56	142
36743	chr9	43316306	43446377	43316306	43446377	5.09	130
36747	chr9	43589946	43694171	43589946	43694171	6.71	146
5886	chr9	44283472	44840754	44283472	44840754	7.69	951
5908	chr9	44702475	44858805	44702475	44858805	7.17	889
36740	chr9	44727855	44850315	44727855	44850315	18.58	2521
5964	chr9	66497887	66537269	66497887	66537269	99.84	2510
5940	chr9	68753698	68836795	68753698	68836795	24.04	502
37072	chr9	96499788	96503209	96499788	96503209	27.48	1354
5977	chr9	41975464	42008096	41975464	42008096	24.14	498
36907	chr9	78003972	78012116	78003972	78012116	5.16	250
6060	chr9	97042237	97244392	97042237	97244392	16.85	2506
37579	chrX	61442	61911	61442	61911	7.35	134
37584	chrX	401139	401433	401139	401433	13.93	147
37589	chrX	562384	562803	562384	562803	15.9	305
37596	chrX	691176	691734	691176	691734	17.64	203
37597	chrX	691066	691443	691066	691443	6.62	127
37600	chrX	770547	770689	770547	770689	17.12	197
37613	chrX	908404	908572	908404	908572	9.44	181
37649	chrX	1593160	1593440	1593160	1593440	7.51	144
37651	chrX	1614575	1614823	1614575	1614823	12.04	231
37655	chrX	1722574	1722961	1722574	1722961	17.88	343
37665	chrX	1813301	1813513	1813301	1813513	13.03	250
37697	chrX	2608684	2608878	2608684	2608878	5.89	113
37699	chrX	3034380	3034582	3034380	3034582	13.35	256
37701	chrX	3083355	3083553	3083355	3083553	10.7	195
37704	chrX	3606304	3606641	3606304	3606641	10.64	204
37731	chrX	9698246	9698417	9698246	9698417	17.41	334
37758	chrX	19374799	19374936	19374799	19374936	6.92	126
37764	chrX	22672564	22672879	22672564	22672879	27.27	523
37767	chrX	24101439	24101815	24101439	24101815	13.03	250
37787	chrX	31577449	31577913	31577449	31577913	19.23	369
37808	chrX	36743042	36743359	36743042	36743359	8.08	155
37819	chrX	40461257	40461772	40461257	40461772	9.7	186
37844	chrX	48127599	48127762	48127599	48127762	20.09	366
37872	chrX	66103777	66103901	66103777	66103901	23.96	460
37884	chrX	69303060	69303273	69303060	69303273	12.51	240
37889	chrX	70141051	70141314	70141051	70141314	8.08	155
37901	chrX	76030108	76030285	76030108	76030285	5.99	115
37915	chrX	79222116	79222290	79222116	79222290	11.94	229
37947	chrX	87743057	87743353	87743057	87743353	31.36	361
37985	chrX	105191155	105191458	105191155	105191458	27.63	318
37988	chrX	105807049	105807818	105807049	105807818	8.49	155
37991	chrX	108455809	108455931	108455809	108455931	13.35	256
37996	chrX	112788552	112788680	112788552	112788680	12.19	234
38003	chrX	114670491	114670787	114670491	114670787	12.73	232
38014	chrX	116454344	116454664	116454344	116454664	14.89	275
38022	chrX	118870654	118870910	118870654	118870910	9.39	171
38028	chrX	119643310	119643624	119643310	119643624	35.24	677
38061	chrX	131089377	131089604	131089377	131089604	16.55	318
38078	chrX	137990189	137990304	137990189	137990304	8.39	161
38088	chrX	139045796	139045929	139045796	139045929	8.45	154
37586	chrX	445495	446241	445495	446241	37.16	677
37593	chrX	652885	653226	652885	653226	12.36	237
37614	chrX	907907	908005	907907	908005	13.99	161
37616	chrX	938096	939043	938096	939043	9.49	182
37625	chrX	1256070	1256487	1256070	1256487	8.55	164
37629	chrX	1387102	1387439	1387102	1387439	26.24	302
37634	chrX	1412743	1413016	1412743	1413016	12.68	146
37643	chrX	1483273	1487029	1483273	1487029	18.53	196
37644	chrX	1526961	1529166	1526961	1529166	23.77	456
